IP,MAC,Status,Miner Type,Miner Model,Miner Brand,Logical Zone,Customer,Real-time Power,Real-time Power Unit,ControlBoard Sn,hashBoard SN,PSU SN,Real-time Hashrate,AVG Hashrate,Theoretical Hashrate,Hashrate unit,Factory Hashrate,Hashrate unit,HashBoard Status,HashBoard Hashrate,HashBoard Hashrate1,HashBoard Hashrate2,HashBoard Hashrate3,HashBoard Hashrate4,HashBoard Frequency,Chip Status,Temperature,Fan Speed,Work Mode,PowerType,Firmware Version,Pool 1,Pool 1 Status,Sub-account 1,Pool 2,Pool 2 Status,Sub-account 2,Pool 3,Pool 3 Status,Sub-account 1,Uptime (Second),Last Update,Remarks,Original Type
10.17.12.13,50:d4:48:4b:77:f4,Online,A2,A2-220T,SealMiner,Sigma,Bitdeer-Seal,3636,W,S127200251904115,"[""S124600251915023"",""S124600251914895"",""S124600251914897""]",1Z250100782,223.96,222.41,227.37,T,220.0,T,"[3,3]","[72.7(1),74.41(2),76.85(3)]",72.7,74.41,76.85,,"[346,354,366]","[459,459]","[64,68,70]","[4200,4200,4200,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x13,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x13,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x13,27819,2025-08-20 09:08:04,,A2
10.17.12.14,50:d4:48:4b:77:f1,Online,A2,A2-228T,SealMiner,Sigma,Bitdeer-Seal,3900,W,S127200251904687,"[""S124600251909587"",""S124600251909593"",""S124600251909602""]",1Z250100906,232.53,232.42,238.89,T,228.0,T,"[3,3]","[78.33(1),74.83(2),79.46(3)]",78.33,74.83,79.46,,"[377,361,382]","[459,459]","[64,62,71]","[5130,5165,5105,5105]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x14,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x14,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x14,27818,2025-08-20 09:08:04,,A2
10.17.12.15,50:d4:48:4b:72:bd,Online,A2,A2-228T,SealMiner,Sigma,Bitdeer-Seal,4096,W,S127200251904505,"[""S124600251909464"",""S124600251909481"",""S124600251909508""]",1Z250101810,241.87,241.37,247.89,T,228.0,T,"[3,3]","[84.79(1),79.67(2),77.43(3)]",84.79,79.67,77.43,,"[407,383,373]","[459,459]","[70,63,62]","[5040,5015,5015,5075]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x15,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x15,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x15,27818,2025-08-20 09:08:04,,A2
10.17.12.16,50:d4:48:4b:77:62,Online,A2,A2-228T,SealMiner,Sigma,Bitdeer-Seal,4020,W,S127200251902213,"[""S124600251909586"",""S124600251909994"",""S124600251909566""]",1Z250101111,240.76,240.9,246.67,T,228.0,T,"[3,3]","[81.86(1),82.52(2),76.41(3)]",81.86,82.52,76.41,,"[393,395,368]","[459,459]","[69,70,67]","[4710,4714,4744,4744]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x65,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x65,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x65,27822,2025-08-20 09:08:04,,A2
10.17.12.17,50:d4:48:4b:68:cc,Online,A2,A2-226T,SealMiner,Sigma,Bitdeer-Seal,3780,W,S127200251902037,"[""S124600251909069"",""S124600251909296"",""S124600251908906""]",1Z251700432,228.52,228.23,234.21,T,226.0,T,"[3,3]","[77.8(1),73.85(2),76.87(3)]",77.8,73.85,76.87,,"[374,354,370]","[459,459]","[68,66,70]","[4174,4200,4170,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x17,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x17,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x17,27822,2025-08-20 09:08:04,,A2
10.17.12.18,50:d4:48:4b:73:89,Online,A2,A2-210T,SealMiner,Sigma,Bitdeer-Seal,3616,W,S127200251905160,"[""S124600251904375"",""S124600251904348"",""S124600251904355""]",1Z251702677,218.31,218.05,223.07,T,210.0,T,"[3,3]","[71.85(1),72.7(2),73.76(3)]",71.85,72.7,73.76,,"[346,348,352]","[459,459]","[70,67,66]","[4110,4110,4114,4110]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x18,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x18,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x18,27834,2025-08-20 09:08:04,,A2
10.17.12.19,50:d4:48:4b:74:0f,Online,A2,A2-216T,SealMiner,Sigma,Bitdeer-Seal,3752,W,S127200251904740,"[""S124600251903498"",""S124600251904944"",""S124600251903500""]",1Z251700236,226.98,226.17,231.45,T,216.0,T,"[3,3]","[77.03(1),72.38(2),77.58(3)]",77.03,72.38,77.58,,"[367,347,371]","[459,459]","[65,65,70]","[4354,4354,4384,4354]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x19,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x19,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x19,27824,2025-08-20 09:08:04,,A2
10.17.12.20,50:d4:48:4b:72:2c,Online,A2,A2-220T,SealMiner,Sigma,Bitdeer-Seal,3792,W,S127200251900796,"[""S124600251915002"",""S124600251914929"",""S124600251915016""]",1Z251701013,230.5,229.55,234.89,T,220.0,T,"[3,3]","[77.15(1),77.49(2),75.86(3)]",77.15,77.49,75.86,,"[367,370,365]","[459,459]","[68,70,68]","[3960,3963,3960,3930]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x20,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x20,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x20,27836,2025-08-20 09:08:04,,A2
10.17.12.21,50:d4:48:4b:77:8b,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3796,W,S127200251904275,"[""S124600251902150"",""S124600251903052"",""S124600251903051""]",1Z251700064,231.52,230.73,235.4,T,218.0,T,"[3,3]","[76.34(1),78.71(2),76.47(3)]",76.34,78.71,76.47,,"[363,375,365]","[459,459]","[67,70,68]","[4050,4080,4054,4050]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x21,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x21,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x21,27831,2025-08-20 09:08:04,,A2
10.17.12.22,50:d4:48:4b:72:61,Online,A2,A2-208T,SealMiner,Sigma,Bitdeer-Seal,3576,W,S127200251903438,"[""S124600251905156"",""S124600251904380"",""S124600251904382""]",1Z251702369,214.39,214.14,219.43,T,208.0,T,"[3,3]","[74.23(1),71.6(2),68.6(3)]",74.23,71.6,68.6,,"[355,343,331]","[459,459]","[70,70,69]","[3900,3900,3900,3930]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x22,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x22,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x22,27834,2025-08-20 09:08:04,,A2
10.17.12.23,50:d4:48:4b:73:49,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3960,W,S127200251905034,"[""S124600251902336"",""S124600251902178"",""S124600251902108""]",1Z251701005,237.44,237.76,243.64,T,230.0,T,"[3,3]","[81.15(1),78.02(2),78.27(3)]",81.15,78.02,78.27,,"[390,376,377]","[459,459]","[70,69,68]","[4230,4200,4170,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x88,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x88,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x88,27832,2025-08-20 09:08:04,,A2
10.17.12.24,50:d4:48:4a:ee:56,Online,A2,A2-208T,SealMiner,Sigma,Bitdeer-Seal,3472,W,S127200250400556,"[""S124600251904393"",""S124600251904340"",""S124600251904564""]",1Z251701707,209.01,208.76,213.58,T,208.0,T,"[3,3]","[69.75(1),68.93(2),70.33(3)]",69.75,68.93,70.33,,"[334,332,336]","[459,459]","[70,69,70]","[3903,3903,3903,3873]",Normal(A2*),BTPSU04KSA-02.10,2025062501,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x24,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x24,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x24,27841,2025-08-20 09:08:04,,A2
10.17.12.25,50:d4:48:4b:71:f7,Online,A2,A2-214T,SealMiner,Sigma,Bitdeer-Seal,2568,W,S127200251902127,"[""S124600251908771"",""S124600251908769""]",1Z250100632,154.32,154.08,157.19,T,214.0,T,"[2,3]","[74.48(1),79.85(2)]",74.48,79.85,,,"[356,381]","[306,459]","[70,68]","[4384,4384,4350,4354]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x25,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x25,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x25,27898,2025-08-20 09:08:04,,A2
10.17.12.26,50:d4:48:4b:76:66,Online,A2,A2-212T,SealMiner,Sigma,Bitdeer-Seal,3756,W,S127200251901791,"[""S124600251904205"",""S124600251904553"",""S124600251905201""]",1Z251701370,225.89,225.48,231.17,T,212.0,T,"[3,3]","[73.93(1),74.5(2),77.48(3)]",73.93,74.5,77.48,,"[355,358,370]","[459,459]","[63,65,70]","[4414,4384,4384,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x26,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x26,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x26,27835,2025-08-20 09:08:04,,A2
10.17.12.27,50:d4:48:4b:73:42,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3712,W,S127200251901926,"[""S124600251908779"",""S124600251908792"",""S124600251908720""]",1Z251701323,226.79,226.23,229.36,T,218.0,T,"[3,3]","[74.11(1),80.84(2),71.88(3)]",74.11,80.84,71.88,,"[353,381,342]","[459,459]","[66,70,69]","[4444,4414,4444,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x27,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x27,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x27,27826,2025-08-20 09:08:04,,A2
10.17.12.28,50:d4:48:4b:72:c6,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3876,W,S127200251903869,"[""S124600251909662"",""S124600251909658"",""S124600251910072""]",1Z251702075,235.62,235.05,240.14,T,230.0,T,"[3,3]","[77.86(1),78.84(2),78.92(3)]",77.86,78.84,78.92,,"[372,377,376]","[459,459]","[68,68,70]","[4410,4444,4414,4410]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x28,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x28,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x28,27817,2025-08-20 09:08:04,,A2
10.17.12.29,50:d4:48:4b:72:d8,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3732,W,S127200251904350,"[""S124600251909280"",""S124600251909377"",""S124600251909251""]",1Z251701403,224.5,224.59,230.12,T,218.0,T,"[3,3]","[76.99(1),76.13(2),71.42(3)]",76.99,76.13,71.42,,"[367,365,346]","[459,459]","[70,67,66]","[4350,4350,4380,4350]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x29,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x29,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x29,27819,2025-08-20 09:08:04,,A2
10.17.12.30,50:d4:48:4b:74:16,Online,A2,A2-208T,SealMiner,Sigma,Bitdeer-Seal,3768,W,S127200251900067,"[""S124600251905117"",""S124600251903697"",""S124600251905174""]",1Z251701171,226.63,227.04,232.56,T,208.0,T,"[3,3]","[77.27(1),76.46(2),72.91(3)]",77.27,76.46,72.91,,"[370,369,352]","[459,459]","[70,67,64]","[4504,4504,4504,4504]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x30,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x30,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x30,27809,2025-08-20 09:08:04,,A2
10.17.12.31,50:d4:48:4b:73:0d,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3936,W,S127200251904111,"[""S124600251902180"",""S124600251902764"",""S124600251902495""]",1Z251700200,237.37,236.85,242.04,T,230.0,T,"[3,3]","[79.03(1),80.98(2),77.36(3)]",79.03,80.98,77.36,,"[378,387,369]","[459,459]","[69,70,67]","[4354,4350,4350,4380]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x31,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x31,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x31,27804,2025-08-20 09:08:04,,A2
10.17.12.32,50:d4:48:4b:77:ec,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3932,W,S127200251905153,"[""S124600251903170"",""S124600251903191"",""S124600251903215""]",1Z251700075,233.55,232.81,236.45,T,218.0,T,"[3,3]","[79.87(1),78.22(2),75.47(3)]",79.87,78.22,75.47,,"[378,370,361]","[459,459]","[71,67,63]","[5580,5555,5550,5550]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x32,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x32,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x32,27760,2025-08-20 09:08:04,,A2
10.17.12.33,50:d4:48:4b:76:f8,Online,A2,A2-228T,SealMiner,Sigma,Bitdeer-Seal,3776,W,S127200251901845,"[""S124600251905367"",""S124600251905318"",""S124600251905347""]",1Z251700402,229.08,229.05,234.19,T,228.0,T,"[3,3]","[76.23(1),75.04(2),77.81(3)]",76.23,75.04,77.81,,"[366,360,372]","[459,459]","[65,66,70]","[4260,4230,4230,4260]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x33,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x33,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x33,27789,2025-08-20 09:08:04,,A2
10.17.12.34,50:d4:48:4b:78:af,Online,A2,A2-224T,SealMiner,Sigma,Bitdeer-Seal,3748,W,S127200251903981,"[""S124600251909529"",""S124600251909533"",""S124600251910583""]",1Z251700691,226.35,227.15,232.94,T,224.0,T,"[3,3]","[73.92(1),77.16(2),75.27(3)]",73.92,77.16,75.27,,"[357,371,364]","[459,459]","[62,68,70]","[4560,4590,4560,4560]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x34,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x34,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x34,27783,2025-08-20 09:08:04,,A2
10.17.12.35,50:d4:48:4b:71:d3,Online,A2,A2-216T,SealMiner,Sigma,Bitdeer-Seal,3684,W,S127200251900918,"[""S124600251908804"",""S124600251909081"",""S124600251909080""]",1Z251702010,221.62,221.15,227.52,T,216.0,T,"[3,3]","[70.91(1),75.25(2),75.47(3)]",70.91,75.25,75.47,,"[342,363,362]","[459,459]","[61,67,70]","[4410,4410,4410,4410]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x35,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x35,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x35,27759,2025-08-20 09:08:04,,A2
10.17.12.36,50:d4:48:4b:76:fd,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3848,W,S127200251901494,"[""S124600251915363"",""S124600251915077"",""S124600251914846""]",1Z251700006,230.12,229.11,235.58,T,222.0,T,"[3,3]","[73.76(1),78.37(2),78.0(3)]",73.76,78.37,78.0,,"[355,376,374]","[459,459]","[61,68,70]","[5040,5040,5040,5040]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x106,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x106,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x106,27781,2025-08-20 09:08:04,,A2
10.17.12.37,50:d4:48:4b:77:d6,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3780,W,S127200251904906,"[""S124600251905209"",""S124600251903981"",""S124600251905190""]",1Z251700191,227.78,227.37,232.83,T,218.0,T,"[3,3]","[73.92(1),76.16(2),77.71(3)]",73.92,76.16,77.71,,"[355,364,372]","[459,459]","[62,65,70]","[4744,4744,4744,4744]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x37,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x37,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x37,27773,2025-08-20 09:08:04,,A2
10.17.12.38,50:d4:48:4b:70:ff,Online,A2,A2-218T,SealMiner,Sigma,Bitdeer-Seal,3748,W,S127200251905047,"[""S124600251909168"",""S124600251909180"",""S124600251909328""]",1Z251702588,227.45,226.6,231.59,T,218.0,T,"[3,3]","[74.9(1),76.64(2),75.91(3)]",74.9,76.64,75.91,,"[358,365,363]","[459,459]","[65,68,70]","[4294,4264,4234,4234]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x38,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x38,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x38,27763,2025-08-20 09:08:04,,A2
10.17.12.39,50:d4:48:4b:70:fd,Online,A2,A2-216T,SealMiner,Sigma,Bitdeer-Seal,3836,W,S127200251905068,"[""S124600251904933"",""S124600251905227"",""S124600251905226""]",1Z251702317,229.33,229.21,234.42,T,216.0,T,"[3,3]","[75.08(1),77.46(2),76.8(3)]",75.08,77.46,76.8,,"[361,370,368]","[459,459]","[62,65,70]","[5100,5075,5100,5105]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x39,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x39,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x39,27759,2025-08-20 09:08:04,,A2
10.17.12.40,50:d4:48:4b:73:de,Online,A2,A2-224T,SealMiner,Sigma,Bitdeer-Seal,3808,W,S127200251904591,"[""S124600251903603"",""S124600251903783"",""S124600251904032""]",1Z251701555,226.28,227.39,233.16,T,224.0,T,"[3,3]","[75.08(1),76.63(2),74.57(3)]",75.08,76.63,74.57,,"[364,370,359]","[459,459]","[66,68,70]","[5105,5135,5075,5075]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x40,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x40,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x40,27762,2025-08-20 09:08:04,,A2
10.17.12.41,50:d4:48:4b:69:40,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3740,W,S127200251902033,"[""S124600251903058"",""S124600251902080"",""S124600251903099""]",1Z250101674,228.2,227.22,231.71,T,222.0,T,"[3,3]","[74.69(1),78.99(2),74.54(3)]",74.69,78.99,74.54,,"[356,375,355]","[459,459]","[70,70,69]","[4954,4954,4954,4954]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x41,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x41,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x41,27759,2025-08-20 09:08:04,,A2
10.17.12.42,50:d4:48:4b:72:6a,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3764,W,S127200251903524,"[""S124600251915532"",""S124600251915348"",""S124600251915260""]",1Z251700777,227.86,225.85,230.95,T,222.0,T,"[3,3]","[76.52(1),76.95(2),74.37(3)]",76.52,76.95,74.37,,"[365,365,352]","[459,459]","[71,67,65]","[4654,4654,4654,4624]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x42,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x42,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x42,27766,2025-08-20 09:08:04,,A2
10.17.12.43,50:d4:48:4b:78:28,Online,A2,A2-220T,SealMiner,Sigma,Bitdeer-Seal,3628,W,S127200251904566,"[""S124600251912879"",""S124600251912456"",""S124600251915084""]",1Z251700210,217.12,214.49,224.16,T,220.0,T,"[3,3]","[72.13(1),73.21(2),71.78(3)]",72.13,73.21,71.78,,"[351,350,350]","[459,459]","[71,66,65]","[4290,4264,4234,4264]",Normal(A2*),BTPSU04KSA-02.10,2025041501,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x43,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x43,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x43,807,2025-08-20 09:08:04,,A2
10.17.12.44,50:d4:48:4b:76:b5,Online,A2,A2-230T,SealMiner,Sigma,Bitdeer-Seal,3720,W,S127200251903481,"[""S124600251910728"",""S124600251910715"",""S124600251910099""]",1Z251702352,220.02,221.12,230.7,T,230.0,T,"[3,3]","[73.66(1),73.18(2),73.17(3)]",73.66,73.18,73.17,,"[361,360,361]","[459,459]","[70,64,62]","[4710,4714,4744,4744]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x64,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x64,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x64,792,2025-08-20 09:08:04,,A2
10.17.12.45,50:d4:48:4b:78:b5,Online,A2,A2-222T,SealMiner,Sigma,Bitdeer-Seal,3976,W,S127200251903986,"[""S124600251903389"",""S124600251903406"",""S124600251903420""]",1Z251700371,232.75,232.66,238.86,T,222.0,T,"[3,3]","[78.87(1),78.69(2),75.19(3)]",78.87,78.69,75.19,,"[379,379,363]","[459,459]","[70,62,58]","[5855,5855,5855,5855]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x45,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x45,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x45,27766,2025-08-20 09:08:04,,A2
10.17.12.46,50:d4:48:4b:78:51,Online,A2,A2-220T,SealMiner,Sigma,Bitdeer-Seal,3848,W,S127200251903404,"[""S124600251905149"",""S124600251905152"",""S124600251904921""]",1Z251700699,228.21,228.13,233.98,T,220.0,T,"[3,3]","[77.79(1),76.83(2),73.59(3)]",77.79,76.83,73.59,,"[374,369,354]","[459,459]","[70,67,62]","[5105,5105,5105,5075]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x46,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x46,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x46,27760,2025-08-20 09:08:04,,A2
10.17.12.47,50:d4:48:4b:76:87,Online,A2,A2-210T,SealMiner,Sigma,Bitdeer-Seal,3672,W,S127200251900388,"[""S124600251905143"",""S124600251904559"",""S124600251904846""]",1Z251700215,219.86,220.17,226.24,T,210.0,T,"[3,3]","[70.29(1),72.78(2),76.8(3)]",70.29,72.78,76.8,,"[339,353,369]","[459,459]","[65,66,70]","[4530,4504,4500,4534]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x12x47,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x12x47,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x12x47,27763,2025-08-20 09:08:04,,A2
