IP,MAC,Status,Miner Type,Miner Model,Miner Brand,Logical Zone,Customer,Real-time Power,Real-time Power Unit,ControlBoard Sn,hashBoard SN,PSU SN,Real-time Hashrate,AVG Hashrate,Theoretical Hashrate,Hashrate unit,Factory Hashrate,Hashrate unit,HashBoard Status,HashBoard Hashrate,HashBoard Hashrate1,HashBoard Hashrate2,HashBoard Hashrate3,HashBoard Hashrate4,HashBoard Frequency,Chip Status,Temperature,Fan Speed,Work Mode,PowerType,Firmware Version,Pool 1,Pool 1 Status,Sub-account 1,Pool 2,Pool 2 Status,Sub-account 2,Pool 3,Pool 3 Status,Sub-account 1,Uptime (Second),Last Update,Remarks,Original Type
10.17.1.33,50:d4:48:4b:70:57,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4012,W,S127200251905220,"[""S124600251902616"",""S124600251903111"",""S124600251902849""]",1Z251700925,240.53,239.99,245.88,T,228.0,T,"[3,3]","[76.96(1),80.61(2),82.98(3)]",76.96,80.61,82.98,,"[371,385,397]","[459,459]","[65,68,70]","[4650,4650,4684,4654]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x33,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x33,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x33,29375,2025-08-20 09:07:10,,A2
10.17.1.34,50:d4:48:4b:72:20,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3672,W,S127200251900917,"[""S124600251914650"",""S124600251913272"",""S124600251914996""]",1Z250100499,223.42,223.61,229.06,T,220.0,T,"[3,3]","[74.68(1),73.8(2),74.94(3)]",74.68,73.8,74.94,,"[360,355,359]","[459,459]","[66,68,70]","[4110,4114,4114,4114]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x34,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x34,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x34,29346,2025-08-20 09:07:10,,A2
10.17.1.35,50:d4:48:4b:77:f9,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3788,W,S127200251904795,"[""S124600251903330"",""S124600251904122"",""S124600251904156""]",1Z251700086,228.45,227.37,232.39,T,220.0,T,"[3,3]","[75.86(1),76.77(2),75.82(3)]",75.86,76.77,75.82,,"[362,365,362]","[459,459]","[67,70,70]","[4200,4200,4204,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x35,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x35,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x35,29346,2025-08-20 09:07:10,,A2
10.17.1.36,50:d4:48:4b:76:dd,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3772,W,S127200251900909,"[""S124600251901007"",""S124600251901620"",""S124600251901039""]",1Z251702659,228.65,227.57,234.03,T,220.0,T,"[3,3]","[77.82(1),78.0(2),72.83(3)]",77.82,78.0,72.83,,"[373,375,350]","[459,459]","[71,70,67]","[4050,4050,4050,4050]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x36,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x36,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x36,29357,2025-08-20 09:07:10,,A2
10.17.1.37,50:d4:48:4b:76:34,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3678,W,S127200251904343,"[""S124600251903338"",""S124600251904126"",""S124600251904125""]",1Z251700359,222.75,222.86,227.46,T,220.0,T,"[3,3]","[75.83(1),73.62(2),73.3(3)]",75.83,73.62,73.3,,"[363,352,351]","[459,459]","[69,68,70]","[4050,4054,4050,4050]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x37,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x37,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x37,29343,2025-08-20 09:07:10,,A2
10.17.1.38,50:d4:48:4b:71:ba,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3672,W,S127200251900801,"[""S124600251902122"",""S124600251902145"",""S124600251902023""]",1Z251701279,224.11,224.12,229.44,T,220.0,T,"[3,3]","[75.23(1),73.01(2),75.87(3)]",75.23,73.01,75.87,,"[361,351,363]","[459,459]","[69,69,70]","[3903,3900,3903,3903]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x38,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x38,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x38,29352,2025-08-20 09:07:10,,A2
10.17.1.39,50:d4:48:4b:72:b9,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3876,W,S127200251903346,"[""S124600251909123"",""S124600251909224"",""S124600251909124""]",1Z250101808,232.08,231.48,236.89,T,228.0,T,"[3,3]","[80.04(1),76.72(2),75.32(3)]",80.04,76.72,75.32,,"[383,366,362]","[459,459]","[70,67,66]","[4204,4204,4200,4204]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x39,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x39,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x39,29349,2025-08-20 09:07:10,,A2
10.17.1.40,50:d4:48:4b:78:c6,Online,A2,A2-220T,SealMiner,Gamma,Bitdeer-Seal,3676,W,S127200251904769,"[""S124600251909133"",""S124600251909114"",""S124600251909113""]",1Z250100907,222.25,221.83,226.94,T,220.0,T,"[3,3]","[75.31(1),75.97(2),71.0(3)]",75.31,75.97,71.0,,"[358,363,343]","[459,459]","[70,70,64]","[4650,4650,4620,4624]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x40,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x40,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x40,29343,2025-08-20 09:07:10,,A2
10.17.1.41,50:d4:48:4b:78:5e,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4068,W,S127200251904911,"[""S124600251902441"",""S124600251902611"",""S124600251902563""]",1Z250100586,242.56,242.19,246.97,T,228.0,T,"[3,3]","[79.01(1),82.73(2),80.83(3)]",79.01,82.73,80.83,,"[378,395,385]","[459,459]","[66,70,70]","[5340,5340,5345,5340]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x41,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x41,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x41,29364,2025-08-20 09:07:10,,A2
10.17.1.42,50:d4:48:4b:6b:32,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3904,W,S127200251903650,"[""S124600251904024"",""S124600251903584"",""S124600251904025""]",1Z251701848,234.08,234.06,238.84,T,228.0,T,"[3,3]","[77.54(1),78.92(2),77.62(3)]",77.54,78.92,77.62,,"[371,377,371]","[459,459]","[68,70,70]","[4234,4260,4260,4234]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x42,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x42,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x42,29366,2025-08-20 09:07:10,,A2
10.17.1.43,50:d4:48:4b:78:05,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3996,W,S127200251904400,"[""S124600251904861"",""S124600251904865"",""S124600251904860""]",1Z251701624,237.73,237.61,242.58,T,228.0,T,"[3,3]","[78.58(1),79.0(2),80.14(3)]",78.58,79.0,80.14,,"[376,377,384]","[459,459]","[65,67,70]","[4710,4714,4714,4710]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x43,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x43,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x43,29346,2025-08-20 09:07:10,,A2
10.17.1.44,50:d4:48:4b:76:fc,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4104,W,S127200251901818,"[""S124600252004034"",""S124600252003778"",""S124600252003773""]",1Z251701077,242.06,242.29,248.4,T,228.0,T,"[3,3]","[79.96(1),79.31(2),82.81(3)]",79.96,79.31,82.81,,"[387,382,396]","[459,459]","[64,65,70]","[5255,5250,5225,5250]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x44,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x44,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x44,29351,2025-08-20 09:07:10,,A2
10.17.1.45,50:d4:48:4b:73:11,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3860,W,S127200251902008,"[""S124600251908836"",""S124600251909141"",""S124600251909145""]",1Z251701026,234.07,233.18,238.61,T,228.0,T,"[3,3]","[79.09(1),77.33(2),77.65(3)]",79.09,77.33,77.65,,"[377,371,372]","[459,459]","[70,67,70]","[4560,4594,4564,4594]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x45,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x45,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x45,29345,2025-08-20 09:07:10,,A2
10.17.1.46,50:d4:48:4b:76:61,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,4032,W,S127200251902487,"[""S124600251902840"",""S124600251902845"",""S124600251902743""]",1Z251701410,241.91,241.34,246.75,T,228.0,T,"[3,3]","[82.5(1),80.99(2),78.43(3)]",82.5,80.99,78.43,,"[394,387,376]","[459,459]","[70,67,67]","[4710,4740,4710,4714]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x46,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x46,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x46,29345,2025-08-20 09:07:10,,A2
10.17.1.47,50:d4:48:4b:76:db,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3684,W,S127200251900980,"[""S124600251908982"",""S124600251908694"",""S124600251908985""]",1Z251700174,223.78,223.19,227.87,T,228.0,T,"[3,3]","[75.45(1),74.31(2),74.01(3)]",75.45,74.31,74.01,,"[360,356,352]","[459,459]","[70,70,70]","[3960,3930,3960,3963]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x47,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x47,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x47,29341,2025-08-20 09:07:10,,A2
10.17.1.48,50:d4:48:4b:69:5b,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,3812,W,S127200251900689,"[""S124600251903235"",""S124600251903236"",""S124600251904766""]",1Z251701660,230.47,230.0,235.11,T,228.0,T,"[3,3]","[76.07(1),77.34(2),77.06(3)]",76.07,77.34,77.06,,"[364,371,368]","[459,459]","[69,70,69]","[4080,4084,4084,4054]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x1x48,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x1x48,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x1x48,29345,2025-08-20 09:07:10,,A2
10.17.2.1,50:d4:48:4b:72:68,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,2640,W,S127200251903083,"[""S124600251915662"",""S124600251915446""]",1Z251701128,153.93,154.26,157.96,T,224.0,T,"[2,3]","[75.41(2),78.53(3)]",,75.41,78.53,,"[363,377]","[306,459]","[65,71]","[6486,6450,6480,6480]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x62,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x62,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x62,29312,2025-08-20 09:04:41,,A2
10.17.2.2,50:d4:48:4b:71:f8,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3976,W,S127200251903096,"[""S124600251909220"",""S124600251909167"",""S124600251909184""]",1Z250100676,235.05,235.23,240.21,T,224.0,T,"[3,3]","[78.26(1),77.53(2),79.25(3)]",78.26,77.53,79.25,,"[374,372,381]","[459,459]","[65,67,70]","[5585,5550,5585,5550]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x2,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x2,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x2,29255,2025-08-20 09:04:41,,A2
10.17.2.3,50:d4:48:4b:72:af,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3676,W,S127200251903817,"[""S124600251904923"",""S124600251904975"",""S124600251905234""]",1Z251701732,220.6,220.55,225.94,T,222.0,T,"[3,3]","[71.78(1),73.9(2),74.94(3)]",71.78,73.9,74.94,,"[346,354,359]","[459,459]","[62,65,70]","[5195,5190,5195,5190]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x3,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x3,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x3,29253,2025-08-20 09:04:41,,A2
10.17.2.4,50:d4:48:4b:75:c2,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3816,W,S127200251905025,"[""S124600251901262"",""S124600251901241"",""S124600251901251""]",1Z250100114,229.6,229.5,234.68,T,224.0,T,"[3,3]","[75.02(1),79.11(2),75.49(3)]",75.02,79.11,75.49,,"[362,377,361]","[459,459]","[64,70,70]","[4620,4620,4620,4624]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x4,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x4,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x4,29247,2025-08-20 09:04:41,,A2
10.17.2.5,50:d4:48:4b:78:ad,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3832,W,S127200251904814,"[""S124600251911004"",""S124600251910822"",""S124600251910865""]",1Z251702559,229.3,229.21,234.48,T,224.0,T,"[3,3]","[76.44(1),75.18(2),77.68(3)]",76.44,75.18,77.68,,"[367,361,372]","[459,459]","[64,66,70]","[4954,4924,4920,4954]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x5,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x5,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x5,29250,2025-08-20 09:04:41,,A2
10.17.2.6,50:d4:48:4b:69:30,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3792,W,S127200251903349,"[""S124600251908548"",""S124600251909352"",""S124600251908895""]",1Z251701992,226.93,226.76,231.22,T,224.0,T,"[3,3]","[75.0(1),76.21(2),75.72(3)]",75.0,76.21,75.72,,"[359,363,362]","[459,459]","[65,68,70]","[4744,4714,4710,4744]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x6,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x6,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x6,29249,2025-08-20 09:04:41,,A2
10.17.2.7,50:d4:48:4b:71:d6,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3688,W,S127200251903262,"[""S124600251909173"",""S124600251909106"",""S124600251909192""]",1Z251701458,225.07,224.79,228.67,T,222.0,T,"[3,3]","[75.66(1),74.52(2),74.89(3)]",75.66,74.52,74.89,,"[360,354,358]","[459,459]","[68,68,70]","[4264,4264,4234,4234]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x7,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x7,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x7,29253,2025-08-20 09:04:41,,A2
10.17.2.8,50:d4:48:4b:69:32,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3764,W,S127200251902021,"[""S124600251909443"",""S124600251908893"",""S124600251908881""]",1Z251702561,227.15,226.92,231.61,T,224.0,T,"[3,3]","[75.76(1),76.92(2),74.48(3)]",75.76,76.92,74.48,,"[361,367,358]","[459,459]","[68,70,69]","[3963,3963,3963,3933]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x8,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x8,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x8,29247,2025-08-20 09:04:41,,A2
10.17.2.9,50:d4:48:4b:65:1d,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3796,W,S127200251900455,"[""S124600251909452"",""S124600251908960"",""S124600251908915""]",1Z251702655,229.55,228.89,233.6,T,224.0,T,"[3,3]","[77.1(1),77.93(2),74.52(3)]",77.1,77.93,74.52,,"[368,372,355]","[459,459]","[69,71,70]","[4384,4384,4410,4414]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x9,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x9,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x9,29248,2025-08-20 09:04:41,,A2
10.17.2.10,50:d4:48:4b:69:34,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3868,W,S127200251903350,"[""S124600251911008"",""S124600251910960"",""S124600251910914""]",1Z251702021,229.9,230.0,235.44,T,224.0,T,"[3,3]","[75.54(1),79.13(2),75.23(3)]",75.54,79.13,75.23,,"[361,380,362]","[459,459]","[67,70,68]","[4564,4560,4590,4590]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x10,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x10,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x10,29250,2025-08-20 09:04:41,,A2
10.17.2.11,50:d4:48:4b:72:ef,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3800,W,S127200251901242,"[""S124600251909110"",""S124600251909161"",""S124600251908743""]",1Z251701538,227.43,227.81,234.05,T,222.0,T,"[3,3]","[74.45(1),73.85(2),79.15(3)]",74.45,73.85,79.15,,"[360,358,379]","[459,459]","[63,65,70]","[4740,4740,4710,4710]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x11,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x11,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x11,29257,2025-08-20 09:04:41,,A2
10.17.2.12,50:d4:48:4b:79:5c,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3800,W,S127200251904780,"[""S124600251908970"",""S124600251908965"",""S124600251908572""]",1Z251701348,230.51,230.54,235.38,T,224.0,T,"[3,3]","[75.77(1),78.15(2),76.6(3)]",75.77,78.15,76.6,,"[363,373,367]","[459,459]","[67,69,70]","[4204,4234,4174,4200]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x12,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x12,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x12,29246,2025-08-20 09:04:41,,A2
10.17.2.13,50:d4:48:4b:75:1f,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3740,W,S127200251903874,"[""S124600251908584"",""S124600251908579"",""S124600251908556""]",1Z251701092,227.65,227.17,231.79,T,224.0,T,"[3,3]","[77.57(1),76.09(2),73.99(3)]",77.57,76.09,73.99,,"[369,363,354]","[459,459]","[69,70,70]","[3960,3963,3963,3963]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x13,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x13,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x13,29261,2025-08-20 09:04:41,,A2
10.17.2.14,50:d4:48:4b:69:3c,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3792,W,S127200251901962,"[""S124600251908946"",""S124600251908912"",""S124600251909442""]",1Z251702146,230.22,229.17,234.28,T,224.0,T,"[3,3]","[77.63(1),75.56(2),77.03(3)]",77.63,75.56,77.03,,"[370,361,367]","[459,459]","[69,69,70]","[4200,4204,4200,4174]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x14,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x14,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x14,29256,2025-08-20 09:04:41,,A2
10.17.2.15,50:d4:48:4b:69:37,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3740,W,S127200251901961,"[""S124600251909385"",""S124600251909371"",""S124600251909378""]",1Z251701976,227.29,226.5,231.09,T,224.0,T,"[3,3]","[76.21(1),75.24(2),75.84(3)]",76.21,75.24,75.84,,"[362,361,361]","[459,459]","[68,70,70]","[4054,4054,4054,4054]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x15,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x15,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x15,29256,2025-08-20 09:04:41,,A2
10.17.2.16,50:d4:48:4b:65:76,Online,A2,A2-222T,SealMiner,Gamma,Bitdeer-Seal,3768,W,S127200251903397,"[""S124600251904439"",""S124600251904385"",""S124600251903793""]",1Z251700846,227.29,227.15,232.4,T,222.0,T,"[3,3]","[76.63(1),74.1(2),76.55(3)]",76.63,74.1,76.55,,"[368,356,366]","[459,459]","[70,69,69]","[4050,4050,4054,4080]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x16,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x16,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x16,29258,2025-08-20 09:04:41,,A2
10.17.2.17,50:d4:48:4b:71:6e,Online,A2,A2-228T,SealMiner,Gamma,Bitdeer-Seal,2604,W,S127200251902395,"[""S124600251915145"",""S124600251915148""]",1Z251702533,155.62,155.86,159.01,T,228.0,T,"[2,3]","[76.54(1),79.09(2)]",76.54,79.09,,,"[368,378]","[306,459]","[70,68]","[4504,4500,4500,4530]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x17,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x17,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x17,29315,2025-08-20 09:04:41,,A2
10.17.2.18,50:d4:48:4b:76:fe,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3780,W,S127200251900458,"[""S124600251914893"",""S124600251915642"",""S124600251914653""]",1Z251700070,227.77,227.54,232.86,T,224.0,T,"[3,3]","[74.38(1),76.97(2),76.43(3)]",74.38,76.97,76.43,,"[359,368,365]","[459,459]","[66,69,70]","[4350,4354,4350,4350]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x18,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x18,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x18,29268,2025-08-20 09:04:41,,A2
10.17.2.19,50:d4:48:4b:78:d5,Online,A2,A2-224T,SealMiner,Gamma,Bitdeer-Seal,3892,W,S127200251904724,"[""S124600251915125"",""S124600251915107"",""S124600251914762""]",1Z251700733,233.87,233.79,239.46,T,224.0,T,"[3,3]","[81.54(1),77.69(2),74.67(3)]",81.54,77.69,74.67,,"[390,373,361]","[459,459]","[70,67,66]","[4350,4320,4354,4350]",Normal(A2*),BTPSU04KSA-02.10,2025063002,stratum+tcp://ap.seal.tns.us.bitdeer.com:3333,Alive,TN+BD+SA2.10x17x2x63,stratum+tcp://us.ss.cloverpool.com:1800,Alive,TNBDSA2.10x17x2x63,stratum+tcp://us.ss.cloverpool.com:3333,Alive,TNBDSA2.10x17x2x63,29267,2025-08-20 09:04:41,,A2
